,,,,,,,,,
 st_metlim,Stellar Metallicity Limit Flag, st_metlim,Stellar Metallicity Limit Flag,st_metfelim,Stellar Metallicity Limit Flag,fst_metlim,Stellar Metallicity Limit Flag,mst_metfelim,Stellar Metallicity Limit Flag
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, st_met_reflink,Stellar Metallicity Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,fst_metreflink,Stellar Metallicity Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 st_metratio,Stellar Metallicity Ratio, st_metratio,Stellar Metallicity Ratio,st_metratio,Stellar Metallicity Ratio,fst_metratio,Stellar Metallicity Ratio,mst_metratio,Stellar Metallicity Ratio
 st_lum,Stellar Luminosity [log(Solar)], st_lum,Stellar Luminosity [log(Solar)],st_lum,Stellar Luminosity [log(Solar)],fst_lum,Stellar Luminosity [log(Solar)],mst_lum,Stellar Luminosity [log(Solar)]
 st_lumerr1,Stellar Luminosity Upper Unc. [log(Solar)], st_lumerr1,Stellar Luminosity Upper Unc. [log(Solar)],st_lumerr1,Stellar Luminosity Upper Unc. [log(Solar)],fst_lumerr1,Stellar Luminosity Upper Unc. [log(Solar)],mst_lumerr1,Stellar Luminosity Upper Unc. [log(Solar)]
 st_lumerr2,Stellar Luminosity Lower Unc. [log(Solar)], st_lumerr2,Stellar Luminosity Lower Unc. [log(Solar)],st_lumerr2,Stellar Luminosity Lower Unc. [log(Solar)],fst_lumerr2,Stellar Luminosity Lower Unc. [log(Solar)],mst_lumerr2,Stellar Luminosity Lower Unc. [log(Solar)]
 st_lumlim,Stellar Luminosity Limit Flag, st_lumlim,Stellar Luminosity Limit Flag,st_lumlim,Stellar Luminosity Limit Flag,fst_lumlim,Stellar Luminosity Limit Flag,mst_lumlim,Stellar Luminosity Limit Flag
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, st_lum_reflink,Stellar Luminosity Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,fst_lumreflink,Stellar Luminosity Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 st_logg,Stellar Surface Gravity [log10(cm/s**2)], st_logg,Stellar Surface Gravity [log10(cm/s**2)],st_logg,Stellar Surface Gravity [log10(cm/s**2)],fst_logg,Stellar Surface Gravity [log10(cm/s**2)],mst_logg,Stellar Surface Gravity [log10(cm/s**2)]
 st_loggerr1,Stellar Surface Gravity Upper Unc. [log10(cm/s**2)], st_loggerr1,Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],st_loggerr1,Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],fst_loggerr1,Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],mst_loggerr1,Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
 st_loggerr2,Stellar Surface Gravity Lower Unc. [log10(cm/s**2)], st_loggerr2,Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],st_loggerr2,Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],fst_loggerr2,Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],mst_loggerr2,Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
 st_logglim,Stellar Surface Gravity Limit Flag, st_logglim,Stellar Surface Gravity Limit Flag,st_logglim,Stellar Surface Gravity Limit Flag,fst_logglim,Stellar Surface Gravity Limit Flag,mst_logglim,Stellar Surface Gravity Limit Flag
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, st_logg_reflink,Stellar Surface Gravity Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,fst_loggreflink,Stellar Surface Gravity Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 st_age,Stellar Age [Gyr], st_age,Stellar Age [Gyr],st_age,Stellar Age [Gyr],fst_age,Stellar Age [Gyr],mst_age,Stellar Age [Gyr]
 st_ageerr1,Stellar Age Upper Unc. [Gyr], st_ageerr1,Stellar Age Upper Unc. [Gyr],st_ageerr1,Stellar Age Upper Unc. [Gyr],fst_ageerr1,Stellar Age Upper Unc. [Gyr],mst_ageerr1,Stellar Age Upper Unc. [Gyr]
 st_ageerr2,Stellar Age Lower Unc. [Gyr], st_ageerr2,Stellar Age Lower Unc. [Gyr],st_ageerr2,Stellar Age Lower Unc. [Gyr],fst_ageerr2,Stellar Age Lower Unc. [Gyr],mst_ageerr2,Stellar Age Lower Unc. [Gyr]
 st_agelim,Stellar Age Limit Flag, st_agelim,Stellar Age Limit Flag,st_agelim,Stellar Age Limit Flag,fst_agelim,Stellar Age Limit Flag,mst_agelim,Stellar Age Limit Flag
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, st_age_reflink,Stellar Age Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,fst_agereflink,Stellar Age Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 st_dens,Stellar Density [g/cm**3], st_dens,Stellar Density [g/cm**3],st_dens,Stellar Density [g/cm**3],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,mst_dens,Stellar Density [g/cm**3]
 st_denserr1,Stellar Density Upper Unc. [g/cm**3], st_denserr1,Stellar Density Upper Unc. [g/cm**3],st_denserr1,Stellar Density Upper Unc. [g/cm**3],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,mst_denserr1,Stellar Density Upper Unc. [g/cm**3]
 st_denserr2,Stellar Density Lower Unc. [g/cm**3], st_denserr2,Stellar Density Lower Unc. [g/cm**3],st_denserr2,Stellar Density Lower Unc. [g/cm**3],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,mst_denserr2,Stellar Density Lower Unc. [g/cm**3]
 st_denslim,Stellar Density Limit Flag, st_denslim,Stellar Density Limit Flag,st_denslim,Stellar Density Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,mst_denslim,Stellar Density Limit Flag
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, st_dens_reflink,Stellar Density Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 st_vsin,Stellar Rotational Velocity [km/s], st_vsin,Stellar Rotational Velocity [km/s],st_vsini,Stellar Rotational Velocity [km/s],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_vsinerr1,Stellar Rotational Velocity [km/s] Upper Unc., st_vsinerr1,Stellar Rotational Velocity [km/s] Upper Unc.,st_vsinierr1,Stellar Rotational Velocity [km/s] Upper Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_vsinerr2,Stellar Rotational Velocity [km/s] Lower Unc., st_vsinerr2,Stellar Rotational Velocity [km/s] Lower Unc.,st_vsinierr2,Stellar Rotational Velocity [km/s] Lower Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_vsinlim,Stellar Rotational Velocity Limit Flag, st_vsinlim,Stellar Rotational Velocity Limit Flag,st_vsinilim,Stellar Rotational Velocity Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, st_vsin_reflink,Stellar Rotational Velocity Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 st_rotp,Stellar Rotational Period [days], st_rotp,Stellar Rotational Period [days],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_rotperr1,Stellar Rotational Period [days] Upper Unc., st_rotperr1,Stellar Rotational Period [days] Upper Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_rotperr2,Stellar Rotational Period [days] Lower Unc., st_rotperr2,Stellar Rotational Period [days] Lower Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_rotplim,Stellar Rotational Period Limit Flag, st_rotplim,Stellar Rotational Period Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, st_rotp_reflink,Stellar Rotational Period Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 st_radv,Systemic Radial Velocity [km/s], st_radv,Systemic Radial Velocity [km/s],st_radv,Systemic Radial Velocity [km/s],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_radverr1,Systemic Radial Velocity Upper Unc. [km/s], st_radverr1,Systemic Radial Velocity Upper Unc. [km/s],st_radverr1,Systemic Radial Velocity Upper Unc. [km/s],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_radverr2,Systemic Radial Velocity Lower Unc. [km/s], st_radverr2,Systemic Radial Velocity Lower Unc. [km/s],st_radverr2,Systemic Radial Velocity Lower Unc. [km/s],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_radvlim,Systemic Radial Velocity Limit Flag, st_radvlim,Systemic Radial Velocity Limit Flag,st_radvlim,Systemic Radial Velocity Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, st_radv_reflink,Systemic Radial Velocity Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_refname,System Parameter Reference,N/A,PLANETARY SYSTEMS ONLY,N/A,PLANETARY SYSTEMS ONLY,N/A,PLANETARY SYSTEMS ONLY,N/A,PLANETARY SYSTEMS ONLY
 rastr,RA [sexagesimal], rastr,RA [sexagesimal],ra_str,RA [sexagesimal],ra_str,RA [sexagesimal],ra_str,RA [sexagesimal]
 ra,RA [decimal], ra,RA [decimal],ra,RA [decimal],ra,RA [decimal],ra,RA [decimal]
 decstr,Dec [sexagesimal], decstr,Dec [sexagesimal],dec_str,Dec [sexagesimal],dec_str,Dec [sexagesimal],dec_str,Dec [sexagesimal]
 dec,Dec [decimal], dec,Dec [decimal],dec,Dec [decimal],dec,Dec [decimal],dec,Dec [decimal]
 raerr1,RA Upper Unc, raerr1,RA Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 raerr2,RA Lower Unc, raerr2,RA Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 decerr1,Dec Upper Unc, decerr1,Dec Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 decerr2,Dec Lower Unc, decerr2,Dec Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 glat,Galactic Latitude [deg], glat,Galactic Latitude [deg],st_glat,Galactic Latitude [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 glaterr1,Galactic Latitude [deg] Upper Unc, glaterr1,Galactic Latitude [deg] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 glaterr2,Galactic Latitude [deg] Lower Unc, glaterr2,Galactic Latitude [deg] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 glon,Galactic Longitude [deg], glon,Galactic Longitude [deg],st_glon,Galactic Longitude [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 glonerr1,Galactic Longitude [deg] Upper Unc, glonerr1,Galactic Longitude [deg] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 glonerr2,Galactic Longitude [deg] Lower Unc, glonerr2,Galactic Longitude [deg] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 elat,Ecliptic Latitude [deg], elat,Ecliptic Latitude [deg],st_elat,Ecliptic Latitude [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 elaterr1,Ecliptic Latitude [deg] Upper Unc, elaterr1,Ecliptic Latitude [deg] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 elaterr2,Ecliptic Latitude [deg] Lower Unc, elaterr2,Ecliptic Latitude [deg] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 elon,Ecliptic Longitude [deg], elon,Ecliptic Longitude [deg],st_elon,Ecliptic Longitude [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 elonerr1,Ecliptic Longitude [deg] Upper Unc, elonerr1,Ecliptic Longitude [deg] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 elonerr2,Ecliptic Longitude [deg] Lower Unc, elonerr2,Ecliptic Longitude [deg] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, ra_reflink,Position Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_pm,Total Proper Motion [mas/yr], sy_pm,Total Proper Motion [mas/yr],st_pm,Total Proper Motion [mas/yr],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pmerr1,Total Proper Motion Upper Unc [mas/yr], sy_pmerr1,Total Proper Motion Upper Unc [mas/yr],st_pmerr,Total Proper Motion Upper Unc [mas/yr],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pmerr2,Total Proper Motion Lower Unc [mas/yr], sy_pmerr2,Total Proper Motion Lower Unc [mas/yr],st_pmerr,Total Proper Motion Lower Unc [mas/yr],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, sy_pm_reflink,Total Proper Motion Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_pmra,Proper Motion (RA) [mas/yr], sy_pmra,Proper Motion (RA) [mas/yr],st_pmra,Proper Motion (RA) [mas/yr],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pmraerr1,Proper Motion (RA) [mas/yr] Upper Unc, sy_pmraerr1,Proper Motion (RA) [mas/yr] Upper Unc,st_pmraerr,Proper Motion (RA) [mas/yr] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pmraerr2,Proper Motion (RA) [mas/yr] Lower Unc, sy_pmraerr2,Proper Motion (RA) [mas/yr] Lower Unc,st_pmraerr,Proper Motion (RA) [mas/yr] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, sy_pmra_reflink,Proper Motion (RA) Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_pmdec,Proper Motion (Dec) [mas/yr], sy_pmdec,Proper Motion (Dec) [mas/yr],st_pmdec,Proper Motion (Dec) [mas/yr],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pmdecerr1,Proper Motion (Dec) [mas/yr] Upper Unc, sy_pmdecerr1,Proper Motion (Dec) [mas/yr] Upper Unc,st_pmdecerr,Proper Motion (Dec) [mas/yr] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pmdecerr2,Proper Motion (Dec) [mas/yr] Lower Unc, sy_pmdecerr2,Proper Motion (Dec) [mas/yr] Lower Unc,st_pmdecerr,Proper Motion (Dec) [mas/yr] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, sy_pmdec_reflink,Proper Motion (Dec) Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_dist,Distance [pc], sy_dist,Distance [pc],st_dist,Distance [pc],fst_dist,Distance [pc],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_disterr1,Distance [pc] Upper Unc, sy_disterr1,Distance [pc] Upper Unc,st_disterr1,Distance [pc] Upper Unc,fst_disterr1,Distance [pc] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_disterr2,Distance [pc] Lower Unc, sy_disterr2,Distance [pc] Lower Unc,st_disterr2,Distance [pc] Lower Unc,fst_disterr2,Distance [pc] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, sy_dist_reflink,Distance Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,fst_distreflink,Distance Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_plx,Parallax [mas], sy_plx,Parallax [mas],st_plx,Parallax [mas],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_plxerr1,Parallax [mas] Upper Unc, sy_plxerr1,Parallax [mas] Upper Unc,st_plxerr1,Parallax [mas] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_plxerr2,Parallax [mas] Lower Unc, sy_plxerr2,Parallax [mas] Lower Unc,st_plxerr2,Parallax [mas] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, sy_plx_reflink,Parallax Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_bmag,B (Johnson) Magnitude, sy_bmag,B (Johnson) Magnitude,st_bj,B (Johnson) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_bmagerr1,B (Johnson) Magnitude Upper Unc, sy_bmagerr1,B (Johnson) Magnitude Upper Unc,st_bjerr,B (Johnson) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_bmagerr2,B (Johnson) Magnitude Lower Unc, sy_bmagerr2,B (Johnson) Magnitude Lower Unc,st_bjerr,B (Johnson) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, sy_bmag_reflink,B (Johnson) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_vmag,V (Johnson) Magnitude, sy_vmag,V (Johnson) Magnitude,st_vj,V (Johnson) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_vmagerr1,V (Johnson) Magnitude Upper Unc, sy_vmagerr1,V (Johnson) Magnitude Upper Unc,st_vjerr,V (Johnson) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_vmagerr2,V (Johnson) Magnitude Lower Unc, sy_vmagerr2,V (Johnson) Magnitude Lower Unc,st_vjerr,V (Johnson) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, sy_vmag_reflink,V (Johnson) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_jmag,J (2MASS) Magnitude, sy_jmag,J (2MASS) Magnitude,st_j,J (2MASS) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_jmagerr1,J (2MASS) Magnitude Upper Unc, sy_jmagerr1,J (2MASS) Magnitude Upper Unc,st_jerr,J (2MASS) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_jmagerr2,J (2MASS) Magnitude Lower Unc, sy_jmagerr2,J (2MASS) Magnitude Lower Unc,st_jerr,J (2MASS) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY, sy_jmag_reflink,J (2MASS) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_hmag,H (2MASS) Magnitude, sy_hmag,H (2MASS) Magnitude,st_h,H (2MASS) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_hmagerr1,H (2MASS) Magnitude Upper Unc, sy_hmagerr1,H (2MASS) Magnitude Upper Unc,st_herr,H (2MASS) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_hmagerr2,H (2MASS) Magnitude Lower Unc, sy_hmagerr2,H (2MASS) Magnitude Lower Unc,st_herr,H (2MASS) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
